;8;127;10;10
sans
couleur
.
Lui
,
de
son
cote
,
releva
,
pour
mieux
me
voir
,
l'
abat-jour
de
la
lampe
et
accrocha
un
lorgnon
a
son
nez
.
-
Mais
c'
est
un
enfantl
s'
ecria
-t
-il
en
bondissant
sur
son
fauteuil
.
Que
veut
-on
que
je
fasse
d'
un
enfantl
Pour
le
coup
,
le
petit
Chose
eut
une
peur
terrible
	;	
il
se
voyait
dejha
dans
la
rue
,
sans
ressources
...
Il
eut
a
peine
la
forcc
de
balbutier
deux
ou
trois
mots
et
de
remettre
au
principal
la
lettre
d'
introduction
qu'
il
avait
pour
lui
.
Le
principal
prit
la
lettre
,
la
lut
,
la
relut
,
la
plia
,
la
deplia
,
la
relut
encore
,
puis
il
finit
par
me
dire
que
,
grace
a
la
recommandation
toute
particuliere
du
recteur
et
a
l'
honorabilite
de
ma
famille
,
il
consentait
a
me
prendre
chez
lui
,
bien
que
ma
grande
jeunesse
lui
fit
peur
.
Il
entama
ensuite
de
longues
declamations
sur
la
gravite
de
mes
nou-
veaux
devoirs
	;	
mais
je
ne
l'
ecoutais
plus
.
Pour
moi
,
l'
essentiel
etait
qu'
on
ne
me
renvoyat
pas
...
On
ne
me
renvoyait
pas
	;	
j'
etais
heureux
,
follement
heureux
.
'
aurais
voulu
que
M.
le
principal
et
mille
mains
et
les
lui
embrasser
toutes
.
Un
formidable
bruit
de
ferraille
m'
arreta
dans
mes
effusions
.
e
me
retournai
vivement
et
me
trouvai
en
face
d'
un
long
personnage
,
a8
LE
PETIT
CHOSE
ha
favoris
rouges
,
qui
venait
d'
entrer
dans
le
cabinet
sans
qu'
on
l'
ett
entendu
:
c'
etait
le
surveillant
general
.
Sa
tete
penchee
sur
l'
epaule
,
ha
1'Ecce
homo
,
il
me
regardait
avec
le
plus
doux
des
sourires
,
en
secouant
un
trousseau
de
clefs
de
toutes
dimensions
,
suspendu
a
son
index
.
Le
sourire
m'
aurait
prevenu
en
sa
faveur
,
mais
les
clefs
grincaient
avec
un
bruit
terrible
,
-
frincl
frincl
frincl
-
qui
me
fit
peur
.
-
Monsieur
Viot
,
dit
le
principal
,
voici
le
remplagcant
de
M.
Ser-
rieres
qui
nous
arrive
.
M.
Viot
s'
inclina
et
me
sourit
le
plus
doucement
du
monde
.
Ses
clefs
,
au
contraire
,
s'
agiterent
d'
un
air
ironique
et
mechant
comme
pour
dire
:
Ce
petit
homme-la
remplacer
M.
Serrieresl
allons
doncl
allons
doncln
Le
principal
comprit
aussi
bien
que
moi
ce
que
les
clefs
venaient
de
dire
,
et
il
ajouta
avec
un
soupir
:
e
sais
qu'
en
perdant
M.Serrieres
,
nous
faisons
une
perte
presque
irreparable
l
ici
les
clefs
pous-
serent
un
veritable
sanglot
...
)
	;	
mais
je
suis
sr
que
si
M.
Viot
veut
bien
prendre
le
nouveau
maitre
sous
sa
tutelle
speciale
,
et
lui
inculquer
ses
precieuses
idees
sur
l'
enseignement
,
l'
ordre
et
la
discipline
de
la
maison
n'
auront
pas
trop
a
souffrir
du
depart
de
M.
Serrieres.n
Toujours
souriant
et
doux
,
M.
Viot
repondit
que
sa
bienveillance
m'
etait
acquise
et
qu'
il
m'
aiderait
volontiers
de
ses
conseils
	;	
mais
les
clefs
n'
etaient
pas
bienveillantes
,
elles
.
Il
fallait
les
entendre
s'
agiter
et
grincer
avec
frenesie
:
Si
tu
bouges
,
petit
drole
,
gare
h
toi.n
-
Monsieur
Eyssette
,
conclut
le
principal
,
vous
pouvez
vous
retirer
.
Pour
ce
soir
encore
,
il
faudra
que
vous
couchiez
a
l'
hotel
...
Soyez
ici
demain
a
huit
heures
..
Allez
..
Et
il
me
congedia
d'
un
geste
digne
.
M.
Viot
,
plus
souriant
et
plus
doux
que
jamais
,
m'
accompagna
jusqu'
a
la
porte
	;	
mais
,
avant
de
me
quitter
,
il
me
glissa
dans
la
main
un
petit
cahier
.
-
C'
est
le
reglement
de
la
maison
,
me
dit
-il
.
Lisez
et
meditez
..
Puis
il
ouvrit
la
porte
et
la
referma
sur
moi
,
en
agitant
ses
clefs
d'
une
fagon
..
frincl
frincl
frincl
Ces
messieurs
avaient
oublie
de
m'
eclairer
...
J'
errai
un
moment
parmi
les
grands
corridors
tout
noirs
,
tatant
les
murs
pour
essayer
de
retrouver
mon
chemin
.
De
loin
en
loin
,
un
peu
de
lune
entrait
par
le
grillage
d'
une
fenetre
haute
et
m'
aidait
a
m'
orienter
.
Tout
a
coup
,
GAGNE
TA
vIE
9
dans
la
nuit
des
galeries
,
un
point
lumineux
brilla
,
venant
a
ma
ren-
contre
...
Je
fis
encore
quelques
pas
	;	
la
lumiere
grandit
,
s'
approcha
de
moi
,
passa
a
mes
cotes
,
s'
eloigna
,
disparut
.
Ce
fut
comme
une
vision
	;	
mais
,
si
rapide
qu'
elle
et
ete
,
je
pus
en
saisir
les
moindres
details
.
Figurez
-vous
deux
femmes
,
non
,
deux
ombres
...
L'
une
vieille
,
ridee
,
ratatinee
,
pliee
en
deux
,
avec
d'
enormes
lunettes
qui
lui
cachaient
la
moitie
du
visage
	;	
l'
autre
,
jeune
,
svelte
,
un
peu
grele
comme
tous
les
fantOmes
,
mais
ayant
,
-
ce
que
les
fantomes
n'
ont
pas
en
general
,
-
une
paire
d'
yeux
noirs
,
tres
grands
,
et
si
noirs
,
si
noirs
...
La
vieille
tenait
a
la
main
une
petite
lampe
de
cuivre
	;	
les
yeux
noirs
,
eux
,
ne
portaient
rien
...
Les
deux
ombres
passerent
pres
de
moi
,
rapides
,
silencieuses
,
sans
me
voir
,
et
depuis
longtemps
ellcs
avaient
disparu
que
j'
etais
encore
debout
,
a
la
meme
place
,
sous
une
double
impression
de
charme
et
de
terreur
.
Je
repris
ma
route
a
tatons
,
mais
le
ceur
me
battait
bien
fort
,
et
j'
avais
toujours
devant
moi
,
dans
l'
ombre
,
l'
horrible
fee
aux
lunettes
marchant
a
cote
des
yeux
noirs
...
Il
s'
agissait
cependant
de
decouvrir
un
gite
pour
la
nuit
	;	
ce
n'
etait
pas
une
mince
affaire
.
Ieureusement
,
l'
homme
aux
moustaches
,
que
je
trouvai
fumant
sa
pipe
devant
la
loge
du
portier
,
se
mit
tout
de
suite
a
ma
disposition
et
me
proposa
de
me
conduire
dans
un
bon
petit
hotel
point
trop
cher
,
ou
je
serais
servi
comme
un
prince
.
Vous
pensez
si
j'
acceptai
de
bon
ceur
.
Cet
homme
a
moustaches
avait
l'
air
tres
bon
enfant
	;	
chemin
faisant
,
j'
appris
qu'
il
s'
appelait
Roger
,
qu'
il
etait
professeur
de
danse
,
d'
equi-
tation
,
d'
escrime
et
de
gymnase
au
college
de
Sarlande
,
et
qu'
il
avait
servi
longtemps
dans
les
chasseurs
d'
Afrique
.
Ceci
acheva
de
me
le
rendre
sympathique
.
Les
enfants
sont
toujours
portes
a
aimer
les
soldats
.
Nous
nous
separames
a
la
porte
de
l'
hotel
avec
force
poignees
de
main
,
et
la
promesse
formelle
de
devenir
une
paire
d'
amis
.
Et
maintenant
,
lecteur
,
un
aveu
me
reste
a
te
faire
.
Quand
le
petit
Chose
se
trouva
seul
dans
cette
chambre
froide
,
devant
ce
lit
d'
auberge
inconnu
et
banal
,
loin
de
ceux
qu'
il
aimait
,
son
ceur
eclata
,
et
ce
grand
philosophe
pleura
comme
un
enfant
.
La
vie
1'epouvantait
a
present
	;	
il
se
sentait
faible
et
desarme
devant
elle
,
et
il
pleurait
...
Tout
coup
,
au
milieu
de
ses
larmes
,
l'
image
des
siens
passa
devant
ses
yeux
	;	
il
vit
la
maison
deserte
,
la
famille
dispersee
,
la
mere
ici
,
le
pere
la
-
bas
...
Plus
de
toitl
plus
de
foyer
l
et
alors
,
oubliant49
LE
PETIT
CHOSE
sa
propre
detresse
pour
ne
songer
qu'
a
la
misere
commune
,
le
petit
Chose
prit
une
grande
et
belle
resolution
:
celle
de
reconstituer
la
maison
Eyssette
et
de
reconstruire
le
foyer
a
lui
tout
seul
.
Puis
,
fier
d'
avoir
trouve
ce
noble
but
a
sa
vie
,
il
essuya
ces
larmes
indignes
d'
un
homme
,
d'
un
reconstructeur
de
foyer
,
et
sans
perdre
une
minute
,
entama
la
lecture
du
reglement
de
M.
Viot
,
pour
se
mettre
au
courant
de
ses
nouveaux
devoirs
.
Ce
reglement
,
recopie
avec
amour
de
la
propre
main
de
M.
Viot
,
son
auteur
,
etait
un
veritable
traite
,
divise
methodiquement
en
trois
parties
:
9
Devoirs
du
maitre
d'
etude
envers
ses
superieurs
	;	
9
Devoirs
du
maitre
d'
etude
envers
ses
collegues
	;	
gP
Devoirs
du
maitre
d'
etude
envers
les
eleves
.
Tous
les
cas
y
etaient
prevus
,
depuis
le
carreau
brise
jusqu'
aux
deux
mains
qui
se
levent
en
meme
temps
a
l'
etude
	;	
tous
les
details
de
la
vie
des
maitres
y
etaient
consignes
,
depuis
le
chiffre
de
leurs
appointe-
ments
jusqu'
a
la
demi-bouteille
de
vin
a
laquelle
ils
avaient
droit
a
chaque
repas
.
Le
reglement
se
terminait
par
une
belle
piece
d'
eloquence
,
un
discours
sur
l'
utilite
du
reglement
lui
-
meme
	;	
mais
,
malgre
son
respect
pour
l'
euvre
de
M.
Viot
,
le
petit
Chose
,
n'
eut
pas
la
force
d'
aller
jusqu'
au
bout
,
et-
juste
au
plus
beau
passage
du
discours-
il
s'
endormit
...
Cette
nuit
-
la
,
je
dormis
mal
.
Mille
reves
fantastiques
troublerent
mon
sommeil
...
Tantot
,
c'
etait
les
terribles
clefs
de
M.
Viot
que
je
croyais
entendre
,
frincl
frincl
frincl
ou
bien
la
fee
aux
lunettes
qui
venait
s'
asseoir
a
mon
chevet
et
qui
me
reveillait
en
sursaut
	;	
d'
autres
fois
aussi
les
yeux
noirs
,
-
ohl
comme
ils
etaient
noirsl
-
s'
installaient
au
pied
de
mon
lit
,
me
regardant
avec
une
etrange
obstination
...
Le
lendemain
,
a
huit
heures
,
j'
arrivai
au
college
.
MI
.
Viot
,
debout
sur
la
porte
,
son
trousseau
de
clefs
la
main
,
surveillait
l'
entree
des
externes
.
Il
m'
accueillit
avec
son
plus
doux
sourire
.
-
Attendez
sous
le
porche
,
me
dit
-il
,
quand
les
eleves
seront
rentres
,
je
vous
presenterai
a
vos
collegues
.
J'
attendis
sous
le
porche
,
me
promenant
de
long
en
large
,
saluant
jusqu'
a
terre
MM.
les
professeurs
qui
accouraient
,
essouffles
.
Un
seul
de
ces
messieurs
me
rendit
mon
salut
	;	
c'
etait
un
pretre
,
le
professeur
.
1
1
7
-
l
LL--
14
-aG
i
Z2
-
y
E
.
r
,
-5
fI
	;	
,
I
-a
amee-
.yI
4J
1lI
(
-
t
Y
5
2
t
1
sr
Ma-
-
.
rase--
=
=
=
e
--------
---=--
I3
-
.
g
N
-a-
-
	;	
C.
GAGNE
TA
VIE
4I
de
philosophie
,
un
original
me
dit
M.
Viot
...
Je
l'
aimai
tout
de
suite
cet
original
-
la
.
La
cloche
sonna
.
Les
classes
se
remplirent
...
Quatre
ou
cinq
grands
garcons
de
vingt-cinq
a
trente
ans
,
mal
vetus
,
figures
communes
,
arriverent
en
gambadant
et
s'
arreterent
interdits
a
l'
aspect
de
M
,
Viot
.
-
Messieurs
,
leur
dit
le
surveillant
general
en
me
designant
,
voici
M.
Daniel
Eyssette
,
votre
nouveau
collegue
.
Ayant
dit
,
il
fit
une
longue
reverence
et
se
retira
,
toujours
souriant
,
toujours
la
tete
sur
l'
epaule
,
et
toujours
agitant
les
horribles
clefs
.
Mes
collegues
et
moi
nous
nous
regardames
un
moment
en
silence
.
Le
plus
grand
et
le
plus
gros
d'
entre
eux
prit
le
premier
la
parole
	;	
c'
etait
M.
Serrieres
,
le
fameux
Serrieres
,
que
j'
allais
remplacer
.
-
Parbleul
s'
ecria
-t
-il
d'
un
ton
joyeux
,
c'
est
bien
le
cas
de
dire
que
lcs
maitres
se
suivent
,
mais
ne
se
rcssemblent
pas
.
Ceci
etait
une
allusion
a
la
prodigieuse
difference
de
taille
qui
exis-
tait
entre
nous
.
On
en
rit
beaucoup
,
beaucoup
,
moi
le
premier
	;	
mais
je
vous
assure
qu'
a
ce
moment
-
la
le
petit
Chose
aurait
volontiers
vendu
son
ame
au
diable
pour
avoir
seulement
quelques
pouces
de
plus
.
-
Ca
ne
fait
rien
,
ajouta
le
gros
Serrieres
en
me
tendant
la
main
	;	
quoiqu'
on
ne
soit
pas
bati
pour
passer
sous
la
meme
toise
,
on
peut
tout
de
meme
vider
quelques
flacons
ensemble
.
Venez
avec
nous
,
collegue
..
je
paye
un
punch
d'
adieu
au
cafe
Barbette
	;	
je
veux
que
vous
en
soyez
...
on
fera
connaissance
en
trinquant
.
Sans
me
laisser
le
temps
de
repondre
,
il
prit
mon
bras
sous
le
sien
et
m'
entraina
dehors
.
Le
cafe
Barbette
,
oi
mes
nouveaux
collegues
me
menerent
,
etait
situe
sur
la
place
d'
armes
.
Les
sous-officiers
de
la
garnison
le
fre-
quentaient
,
et
ce
qui
frappait
en
y
entrant
,
c'
etait
la
quantite
de
shakos
et
de
ceinturons
pendus
aux
pateres
...
Ce
jour
-
la
,
le
depart
de
Serrieres
et
son
punch
d'
adieu
avaient
attire
le
ban
et
l'
arriere
-
ban
des
habitues
...
Les
sous-officiers
auxquels
Serrieres
me
presenta
en
arrivant
,
m'
accueillirent
avec
beaucoup
de
cordialite
.
A
vrai
dire
,
pourtant
,
l'
arrivee
du
petit
Chose
ne
fit
pas
grande
sensation
,
et
je
fus
bien
vite
oublie
,
dans
le
coin
de
la
salle
oi
je
m'
etais
refugie
timidement
...
Pendant
que
les
verres
se
remplis-
saient
,
le
gros
Serrieres
vint
s'
asseoir
a
cote
de
moi
	;	
il
avait
quitte
sa
redingote
et
tenait
aux
dents
une
longue
pipe
de
terre
sur
laquelle42
LE
PETIT
CHOSE
son
nom
etait
en
lettres
de
porcelaine
.
Tous
les
maitres
d'
etude
avaient
,
au
cafe
Barbette
,
une
pipe
comme
cela
.
--
Eh
bienl
collegue
,
me
dit
le
gros
Serrieres
,
vous
voyez
qu'
il
y
a
encore
de
bons
moments
dans
le
metier
...
En
somme
,
vous
etes
bien
tombe
en
venant
a
Sarlande
pour
votre
debut
.
D'
abord
l'
absinthe
du
cafe
Barbette
est
excellente
et
puis
,
la
-
bas
,
la
bofte
,
vous
ne
serez
pas
trop
mal
.
La
boite
,
c'
etait
le
college
.
--
Vous
allez
avoir
l'
etude
des
petits
,
des
gamins
qu'
on
mene
a
la
baguette
.
Il
faut
voir
comme
je
les
ai
dressesl
Le
principal
n'
est
pas
mechant
	;	
les
collegues
sont
de
bons
gargcons
:
il
n'
y
a
que
la
vieille
et
le
pere
Viot
..
-
Quelle
vieille
?
demandai
-je
en
tressaillant
.
--
Ohl
vous
la
connaitrez
bient6
t.
A
toute
heure
du
jour
et
de
la
nuit
,
on
la
rencontre
rodant
par
le
college
,
avec
un
enorme
paire
de
lunettes
...
C'
est
une
tante
du
principal
,
et
elle
remplit
ici
les
fonctions
d'
econome
.
Ahl
la
coquinel
si
nous
ne
mourons
pas
de
faim
,
ce
n'
est
pas
de
sa
faute
.
Au
signalement
que
me
donnait
Serrieres
,
j'
avais
reconnu
la
fee
aux
lunettes
et
malgre
moi
je
me
sentais
rougir
.
Dix
fois
,
je
fus
sur
le
point
d'
interrompre
mon
collegue
et
de
lui
demander
:
aEt
les
yeux
noirs
n
Mais
je
n'
osai
pas
.
Parler
des
yeux
noirs
au
cafe
Barbette
...
En
attendant
,
le
punch
circulait
,
les
verres
vides
s'
emplissaient
,
les
verres
remplis
se
vidaient
	;	
c'
etait
des
toasts
,
des
ohl
ohl
des
ahl
ahl
des
queues
de
billard
en
l'
air
,
des
bousculades
,
de
gros
rires
,
des
calembours
,
des
confidences
...
Peu
a
peu
,
le
petit
Chose
se
sentit
moins
timide
.
Il
avait
quitte
son
encoignure
et
se
promenait
par
le
cafe
,
parlant
haut
,
le
verre
a
la
main
.
A
cette
heure
,
les
sous-officiers
etaient
ses
amis
	;	
il
raconta
effron-
tement
h
l'
un
d'
eux
qu'
il
appartenait
a
une
famille
tres
riche
et
qu'
a
la
suite
de
quelques
folies
de
jeune
homme
,
on
l'
avait
chasse
de
la
maison
paternelle
	;	
il
s'
etait
fait
maitre
d'
etude
pour
vivre
mais
il
ne
pensait
pas
rester
au
college
longtemps
...
Vous
comprenez
,
avec
une
famille
tellement
riche
...
Ahl
si
ceux
de
Lyon
avaient
pu
l'
entendre
a
ce
moment
-
la
l
Ce
que
c'
est
que
de
nous
,
pourtantl
Quand
on
sut
au
cafe
Barbette
que
j'
etais
un
fils
de
famille
en
rupture
de
ban
,
un
polisson
,
un
mauvais
drole
,
et
non
point
,
comme
on
aurait
pu
le
croire
,
un
pauvre
gargonGAGNE
TA
VIE
43
condamne
par
la
misere
a
la
pedagogie
,
tout
le
monde
me
regarda
d'
un
meilleur
eil
.
Les
plus
anciens
sous-officiers
ne
dedaignerent
pas
de
m'
adresser
la
parole
	;	
on
alla
meme
plus
loin
:
au
moment
de
partir
,
Roger
,
le
maftre
d'
armes
,
mon
ami
de
la
veille
,
se
leva
et
porta
un
toast
a
Daniel
Eyssette
.
Vous
pensez
si
le
petit
Chose
fut
fier
.
Le
toast
Daniel
Eyssette
donna
le
signal
du
depart
.
Il
etait
dix
heures
moins
le
quart
,
c'
est
-
a
-
dire
l'
heure
de
retourner
au
college
.
L'
homme
aux
clefs
nous
attendait
sur
la
porte
.
--
Monsieur
Serrieres
,
dit
-il
a
mon
gros
collegue
que
le
punch
d'
adieu
faisait
trebucher
,
vous
allez
,
pour
la
derniere
fois
,
conduire
vos
eleves
a
l'
dtude
	;	
des
qu'
ils
seront
rentres
,
M.
le
principal
et
moi
nous
viendrons
installer
le
nouveau
maitre
.
En
effet
,
quelques
minutes
apres
,
le
principal
,
M.
Viot
,
et
le
nouveau
maitre
faisaient
leur
entree
solennelle
a
l'
etude
.
Tout
le
monde
se
leva
.
Le
principal
me
presenta
aux
eleves
en
un
discours
un
peu
long
,
mais
plein
de
dignite
	;	
puis
il
se
retira
suivi
du
gros
Serrieres
que
le
punch
d'
adieu
tourmentait
de
plus
en
plus
.
M.
Viot
resta
le
dernier
.
Il
ne
prononca
pas
de
discours
,
mais
ses
clefs
,
frincl
frincl
frinc
.
parlerent
pour
lui
d'
une
facon
si
terrible
,
frincl
frincl
frincl
si
mena-
cante
,
que
toutes
les
tetes
se
cacherent
sous
les
couvercles
des
pupitres
et
que
le
nouveau
maitre
lui
-
meme
n'
etait
pas
rassure
.
Aussit6
t
que
les
terribles
clefs
furent
dehors
,
un
tas
de
figures
malicieuses
sortirent
de
derriere
les
pupitres
	;	
toutes
les
barbes
de
plumes
se
porterent
aux
levres
,
tous
ces
petits
yeux
,
brillants
,
moqueurs
,
effares
,
se
fixerent
sur
moi
,
tandis
qu'
un
long
chuchotement
courait
de
table
en
table
.
Un
peu
trouble
,
je
gravis
lentement
les
degres
de
ma
chaire
	;	
j'
essayai
de
promener
un
regard
feroce
autour
de
moi
,
puis
,
enflant
ma
voix
,
je
criai
entre
deux
grands
coups
secs
frappes
sur
la
tablel
--
Travaillons
,
messieurs
,
travaillonsl
C'
est
ainsi
que
le
petit
Chose
commengca
sa
premiere
etude
.
W1
LES
PETITS
Ceux
-
la
n'
etaient
pas
mechants
	;	
c'
etaient
les
autres
.
Ceux
-
la
ne
me
firent
jamais
de
mal
,
et
moi
je
les
aimais
bien
,
parce
qu'
ils
ne
sentaient
pas
encore
le
college
et
qu'
on
lisait
toute
leur
ame
dans
leurs
yeux
.
Ie
ne
les
punissais
jamais
.
A
quoi
bon
?
Est
-ce
qu'
on
punit
les
oiseaux
?
...
Quand
ils
pepiaient
trop
haut
,
je
n'
avais
qu'
a
crier
:
a
Silence
ln
AussitOt
ma
voliere
se
taisait
,
-
au
moins
pour
cinq
minutes
.
Le
plus
age
de
l'
tude
avait
onze
ans
.
Onze
ans
,
je
vous
demandel
Et
le
gros
Serrieres
qui
se
vantait
de
les
mener
a
la
baguettel
...
Moi
,
je
ne
les
menai
pas
a
la
baguette
.
J'
essayai
d'
etre
toujours
bon
,
voila
tout
.
Quelquefois
,
quand
ils
avaient
ete
bien
sages
,
je
leur
racontais
une
histoire
...
Une
histoire
...
Quel
bonheurl
Vite
,
vite
,
on
pliait
les
cahiers
,
on
fermait
les
livres
	;	
encriers
,
regles
,
porte-plumes
,
on
jetait
tout
pele
-
mele
au
fond
des
pupitres
	;	
puis
,
les
bras
croises
sur
la
table
,
on
ouvrait
de
grands
yeux
et
on
ecoutait
.
'
avais
compose
a
leur
intention
cinq
ou
six
petits
contes
fantastiques
:
les
Debuts
d'
une
cigale
,
les
Infortunes
de
ean
Lapin
,
etc.
Alors
,
comme
aujourd'hui
,
le
bon-
homme
La
Fontaine
etait
mon
saint
de
predilection
dans
le
calendrier6
7LL
-
L
-
L
LE
PETIT
CHOSE
litteraire
,
et
mes
romans
ne
faisaient
que
commenter
ses
fables
	;	
seulement
j'
y
melais
de
ma
propre
histoire
.
Il
y
avait
toujours
un
pauvre
grillon
oblige
de
gagner
sa
vie
comme
le
petit
Chose
,
des
betes
a
bon
Dieu
qui
cartonnaient
en
sanglotant
,
comme
Eyssette
(
Jacques
)
.
Cela
amusait
beaucoup
mes
petits
,
et
moi
aussi
cela
m'
amusait
beau-
coup
.
Malheureusement
M.
Viot
n'
entendait
pas
qu'
on
s'
amusat
de
la
sorte
.
Trois
ou
quatre
fois
par
semaine
,
le
terrible
homme
aux
clefs
faisait
une
tournee
d'
inspection
dans
le
college
,
pour
voir
si
tout
s'
y
passait
selon
le
reglement
...
Or
,
un
de
ces
jours
-
lh
,
il
arriva
dans
notre
etude
juste
au
moment
le
plus
pathetique
de
l'
histoire
de
ean
Lapin
.
En
voyant
entrer
M.
Viot
toute
l'
etude
tressauta
.
Les
petits
,
effares
,
se
regarderent
.
Le
narrateur
s'
arreta
court
.
Jean
Lapin
,
interdit
,
resta
une
patte
en
l'
air
,
en
dressant
de
frayeur
ses
grandes
oreilles
.
Debout
devant
ma
chaire
,
le
souriant
M.
Viot
promenait
un
long
regard
d'
etonnement
sur
les
pupitres
degarnis
.
Il
ne
parlait
pas
,
mais
ses
clefs
s'
agitaient
d'
un
air
feroce
:
Frinc
.
frincl
frinc
tas
de
droles
,
on
ne
travaille
donc
plus
iciln
'
essayai
tout
tremblant
,
d'
apaiser
les
terribles
clefs
.
-
Ces
messieurs
ont
beaucoup
travaille
ces
jours
-
ci
,
balbutiai
-je
...
'
ai
voulu
les
recompenser
en
leur
racontant
une
petite
histoire
.
M.
Viot
ne
me
repondit
pas
.
Il
s'
inclina
en
souriant
,
fit
gronder
ses
clefs
une
derniere
fois
et
sortit
.
Le
soir
,
a
la
recreation
de
quatre
heures
,
il
vint
vers
moi
,
et
me
remit
,
toujours
souriant
,
toujours
muet
,
le
cahier
du
reglement
ouvert
a
la
page
Iz
:
Deoirs
du
aitre
envers
les
eleves
.
e
compris
qu'
il
ne
fallait
plus
raconter
d'
histoires
et
je
n'
en
racontai
plus
jamais
.
Pendant
quelques
jours
,
mes
petits
furent
inconsolables
.
ean
Lapin
leur
manquait
,
et
cela
me
crevait
le
ceur
de
ne
pouvoir
le
leur
rendre
.
Je
les
aimais
tant
,
si
vous
saviez
,
ces
gamins
-
lal
Jamais
nous
ne
nous
quittions
...
Le
college
etait
divise
en
trois
quartiers
tres
distincts
:
les
grands
,
les
moyens
,
les
petits
	;	
chaque
quartier
avait
sa
cour
,
son
dortoir
,
son
etude
.
Mes
petits
etaient
donc
a
moi
,
bien
a
moi
.
Il
me
semblait
que
j'
avais
trente-cinq
enfants
.
A
part
ceux
-
lh
,
pas
un
ami
,
M.
Viot
avait
beau
me
sourire
,
me
prendre
par
le
bras
aux
recreations
,
me
donner
des
conseils
au
sujet
du
reglement
,
je
ne
l'
aimais
pas
,
je
ne
pouvais
pas
l'
aimer
	;	
ses
clefs
meLEsS
PETITS
47
faisaient
trop
peur
.
Le
principal
,
je
ne
le
voyais
jamais
.
Les
profes-
seurs
meprisaient
le
petit
Chose
et
le
regardaient
du
haut
de
leur
toque
.
Quant
a
mes
collbegues
,
la
sympathie
que
l'
homme
aux
clefs
paraissait
me
temoigner
me
les
avait
alienes
	;	
d'
ailleurs
,
depuis
ma
presentation
aux
sous-officiers
,
je
n'
etais
plus
retourne
au
cafe
Barbette
,
et
ces
braves
gens
ne
me
le
pardonnaient
pas
.
Il
n'
y
avait
pas
jusqu'
au
portier
Cassagne
et
au
maitre
d'
armes
Roger
qui
ne
fussent
pas
contre
moi
.
Le
maitre
d'
armes
surtout
semblait
m'
en
vouloir
terriblement
.
OQuand
je
passais
a
cote
de
lui
,
il
frisait
sa
moustache
d'
un
air
feroce
et
roulait
de
gros
yeux
,
comme
s'
il
et
voulu
sabrer
un
cent
d'
Arabes
.
Une
fois
il
dit
tres
haut
a
Cassagne
,
en
me
regardant
,
qu'
il
n'
aimait
pas
les
espions
.
Cassagne
ne
repondit
pas
	;	
mais
je
vis
bien
a
son
air
qu'
il
ne
les
aimait
pas
non
plus
...
De
quels
espions
s'
agissait
-il
?
...
Cela
me
fit
beaucoup
penser
.
Devant
cette
antipathie
universelle
,
j'
avais
pris
bravement
mon
parti
.
Le
maitre
des
moyens
partageait
avec
moi
une
petite
chambre
,
au
troisieme
etage
,
sous
les
combles
	;	
c'
est
la
que
je
me
refugiais
pendant
les
heures
de
classe
.
Comme
mon
collegue
passait
tout
son
temps
au
cafe
Barbette
,
la
chambre
m'
appartenait
	;	
c'
etait
ma
chambre
,
mon
chez
moi
.
A
peine
rentre
,
je
m'
enfermais
a
double
tour
,
je
trainais
ma
malle
,
-
il
n'
y
avait
pas
de
chaise
dans
ma
chambre
,
-
devant
un
vieux
bureau
crible
de
taches
d'
encre
et
d'
inscriptions
au
canif
,
j'
etalais
dessus
tous
mes
livres
,
et
a
l'
ouvrage
....
Alors
on
etait
au
printemps
...
Quand
je
levais
la
tete
,
je
voyais
le
ciel
tout
bleu
et
les
grands
arbres
de
la
cour
deja
couverts
de
feuilles
.
Au
dehors
pas
de
bruit
.
De
temps
en
temps
la
voie
monotone
d'
un
eleve
recitant
sa
legcon
,
une
exclamation
de
professeur
en
colere
,
une
querelle
sous
le
feuillage
entre
moineaux
...
puis
,
tout
rentrait
dans
le
silence
,
le
college
avait
l'
air
de
dormir
.
Le
petit
Chose
,
lui
,
ne
dormait
pas
.
Il
ne
revait
pas
meme
,
ce
qui
est
une
adorable
fagon
de
dormir
.
Il
travaillait
,
travaillait
sans
relache
,
se
bourrant
de
grec
et
de
latin
a
faire
sauter
sa
cervelle
.
Quelquefois
,
au
plein
ceur
de
son
aride
besogne
,
un
doigt
myste-
rieux
frappait
a
la
porte
.
-
Qui
est
la
-
C'
est
moi
,
la
Muse
,
ton
ancienne
amie
,
la
femme
du
cahier
rouge
,
ouvre-moi
vite
,
petit
Chose.8
LE
PETIT
CHOSE
Mais
le
petit
Chose
se
gardait
d'
ouvrir
.
Il
s'
agissait
bien
de
la
Muse
,
ma
foil
Au
diable
le
cahier
rougel
L'
important
pour
le
quart
d'
heure
etait
de
faire
beaucoup
de
themes
grecs
,
de
passer
licencie
,
d'
etre
nomme
professeur
,
et
de
reconstruire
au
plus
vite
un
beau
foyer
tout
neuf
pour
la
famille
Eyssette
.
Cette
pensee
que
je
travaillais
pour
la
famille
me
donnait
un
grand
courage
et
me
rendait
la
vie
plus
douce
.
Ma
chambre
elle
-
meme
en
etait
embellie
...
Oh
.
mansarde
,
chere
mansarde
,
quelles
belles
heures
j'
ai
passees
entre
tes
quatre
mursl
Comme
j'
y
travaillais
bienl
Comme
je
m'
y
sentais
bravel
...
Si
j'
avais
quelques
bonnes
heures
,
